author,year,doi,incl_author,incl_year,country,continent,region,diabetes,criteria,instrument,n_total,n_diabet,n_control,prev_diabet,prev_control,quality
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-188,"Maia, AC",2012,Brazil,South America,Region of the Americas,T2DM,Diagnosis,Mini International Neuropsychiatric Interview,100,100,,0.02,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-189,"Lynch, CP",2012,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CESD,201,201,,0.199,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-190,"Lofman, S",2012,Finland,Europe,European Region,T2DM,Diagnosis,ICD-8,51,51,,0.235,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-191,"Lewko, J",2012,Poland,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,126,126,,0.32,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-192,"Labad, J",2012,United Kingdom,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,1057,1057,,0.116,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-193,"Katon, W",2012,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ-8,19239,19239,,0.196,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-194,"Hosoya, T",2012,Japan,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,BDI-II,126,126,,0.111,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-195,"Guruprasad, KG",2012,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,BDI,210,210,,0.276,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-196,"Green, AJ",2012,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ-9,2310,2310,,0.31,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-197,"Feinkohl, I",2012,United Kingdom,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,1066,1066,,0.073,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-198,"Ceretta, LB",2012,Brazil,South America,Region of the Americas,T2DM,Diagnosis,Neuropsychiatric Interview (MINI),996,996,,0.667,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-199,"Bener, A",2012,Qatar,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,453,453,,0.095,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-200,"Bassett, J",2012,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,545,545,,0.356,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-201,"Bajaj, S",2012,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,BDI,60,60,,0.433,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-202,"Wu, SF",2011,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,BDI,312,312,,0.106,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-203,"van Steenbergen-Weijenburg, KM",2011,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,PHQ-9,596,596,,0.26,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-204,"Sorkin, DH",2011,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,1209,1209,,0.499,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-205,"So, ES",2011,Republic of Korea,Asia,Western Pacific Region,T2DM,#N/A,#N/A,672,672,,0.196,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-206,"Sieu, N",2011,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ-9,2355,2355,,0.217,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-207,"Rodriguez-Pascual, C",2011,Spain,Europe,European Region,T2DM,Not Assisted by Clinician,YDS,112,112,,0.4,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-208,"Poongothai, S",2011,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ-12,847,847,,0.234,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-209,"Papelbaum, M",2011,Brazil,South America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,701,701,,0.086,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-210,"Miller, ST",2011,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,160,160,,0.13,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-211,"Mantyselka, P",2011,Finland,Europe,European Region,T2DM,Not Assisted by Clinician,BDI-21,284,284,,0.148,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-212,"Mantyselka, P",2011,Finland,Europe,European Region,T2DM,Not Assisted by Clinician,BDI-21,159,159,,0.264,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-213,"Khamseh, ME",2011,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,CES-D,185,185,,0.476,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-214,"Khamseh, ME",2011,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,185,185,,0.6162,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-215,"Joshi, A",2011,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,BDI,250,250,,0.116,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-216,"Balhara, YP",2011,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ,77,77,,0.169,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-217,"Al-Amer, RM",2011,Jordan,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ,581,581,,0.201,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-218,"Yu, R",2010,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SRDS,100,100,,0.28,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-219,"Yekta, Z",2010,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,295,295,,0.434,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-220,"Tsirogianni, E",2010,Greece,Europe,European Region,T2DM,Not Assisted by Clinician,BDI-II,200,200,,0.315,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-221,"Shehatah, A",2010,Egypt,Africa,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,458,458,,0.175,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-222,"Sapozhnikova, IE",2010,Not Reported,Unclassified,Unclassified,T2DM,Not Assisted by Clinician,CES-D,200,200,,0.435,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-223,"Raval, A",2010,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ-9,300,300,,0.41,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-224,"Pouwer, F",2010,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,CES-D,413,413,,0.363,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-225,"Poongothai, S",2010,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ-12,1218,1218,,0.196,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-226,"Khuwaja, AK",2010,Pakistan,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,HADS,803,803,,0.435,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-227,"Heckbert, SR",2010,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ-9,3762,3762,,0.204,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-228,"Dirmaier, J",2010,Germany,Europe,European Region,T2DM,Assisted by Clinician,DSM-IV,866,866,,0.118,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-229,"Chiu, CJ",2010,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,998,998,,0.229,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-230,"Cherrington, A",2010,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,162,162,,0.44,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-231,"Bair, MJ",2010,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,MCS-12,11689,11689,,0.413,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-232,"Agbir, TM",2010,Nigeria,Africa,African Region,T2DM,Assisted by Clinician,DSM-IV,160,160,,0.194,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-233,"Yang, J",2009,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,ZSRS,148,148,,0.392,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-234,"Subramaniam, M",2009,Singapore,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CES-D,518,518,,0.307,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-235,"Lee, HJ",2009,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,BDI-II,55,55,,0.408,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-236,"Koopmans, B",2009,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,Edinburgh Depression Scale,2646,2646,,0.14,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-237,"Kokoszka, A",2009,Poland,Europe,European Region,T2DM,Not Assisted by Clinician,BDI,101,101,,0.35,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-238,"Holt, RI",2009,United Kingdom,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,431,431,,0.086,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-239,"Graco, M",2009,Australia,Australia,Western Pacific Region,T2DM,Not Assisted by Clinician,HADS,71,71,,0.183,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-241,"Collins, MM",2009,Ireland,Europe,European Region,T2DM,Not Assisted by Clinician,HADS,1160,1160,,0.201,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-242,"Castro-Ake, GA",2009,Mexico,South America,Region of the Americas,T2DM,Diagnosis,The MINI International Neuropsychiatric Interview,186,186,,0.274,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-243,"Aujla, N",2009,United Kingdom,Europe,European Region,T2DM,Not Assisted by Clinician,WHO-5,136,136,,0.213,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-244,"Ali, S",2009,United Kingdom,Europe,European Region,T2DM,,,4781,4781,,0.093,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-245,"Zhang, CX",2008,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,HADS,304,304,,0.257,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-246,"Sotiropoulos, A",2008,Greece,Europe,European Region,T2DM,Not Assisted by Clinician,BDI,320,320,,0.334,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-247,"Rhee, MK",2008,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ,405,405,,0.121,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-248,"Mier, N",2008,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,199,199,,0.362,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-249,"Mier, N",2008,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,200,200,,0.405,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-250,"Icks, A",2008,Germany,Europe,European Region,T2DM,Not Assisted by Clinician,CES-D,352,352,,0.133,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-251,"Icks, A",2008,Germany,Europe,European Region,T2DM,Not Assisted by Clinician,CES-D,248,248,,0.06,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-252,"Almawi, W",2008,Bahrain,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,DASS-21,143,143,,0.559,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-253,"Adriaanse, MC",2008,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,CES-D,126,126,,0.175,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-254,"Wessels, AM",2007,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,PHQ-9,100,100,,0.111,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-255,"Sundaram, M",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,385,385,,0.39,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-256,"Sacco, WP",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ-9,99,99,,0.18,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-257,"Pawaskar, MD",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,792,792,,0.173,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-258,"Kogan, SM",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,200,200,,0.31,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-259,"Knol, MJ",2007,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,SCL-90,102,102,,0.297,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-260,"Khamseh, ME",2007,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,140,140,,0.7,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-261,"Ismail, K",2007,United Kingdom,Europe,European Region,T2DM,Assisted by Clinician,DSM-IV,210,210,,0.39,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-262,"Gonzalez, JS",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,HANDS,879,879,,0.19,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-263,"Fisher, L",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CESD,506,506,,0.22,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-263,"Fisher, L",2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CESD,506,506,,0.099,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-264,"Chazova, TE",2007,Not Reported,Unclassified,Unclassified,T2DM,#N/A,#N/A,140,140,,0.486,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-265,"Arima, H",2007,Japan,Asia,Western Pacific Region,T2DM,Diagnosis,ICD-10,195,195,,0.026,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-266,"Kalsekar, ID",2006,United State of America,North America,Region of the Americas,T2DM,Diagnosis,ICD-9-CM,4294,4294,,0.355,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-267,"Hermanns, N",2006,Germany,Europe,European Region,T2DM,Not Assisted by Clinician,BDI,90,90,,0.122,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-268,"Hermanns, N",2006,Germany,Europe,European Region,T2DM,Not Assisted by Clinician,BDI,146,146,,0.178,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-269,"Collins-McNeil, J",2006,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CESD,57,57,,0.32,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-270,"Chyun, DA",2006,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CESD,116,116,,0.14,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-271,"Brown, LC",2006,Canada,North America,Region of the Americas,T2DM,Diagnosis,ICD-9,31635,31635,,0.029,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-272,Pibernik-Okanovic M,2005,Croatia,Europe,European Region,T2DM,Not Assisted by Clinician,CESD,384,384,,0.22,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-273,Noh JH,2005,Republic of Korea,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,BDI,154,154,,0.273,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-274,Noh JH,2005,Republic of Korea,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,BDI,50,50,,0.48,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-275,Katon WJ,2005,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,PHQ-9,4154,4154,,0.205,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-276,Hill-Briggs F,2005,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CESD,172,172,,0.279,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-277,Engum A,2005,Norway,Europe,European Region,T2DM,Not Assisted by Clinician,HADS-D,958,958,,0.19,,High
"Khaledi, M. and Haghighatdoost, F. and Feizi, A. and Aminorroaya, A.",2019,10.1007/s00592-019-01295-278,Bruce DG,2005,Australia,Australia,Western Pacific Region,T2DM,Not Assisted by Clinician,GHS,1273,1273,,0.315,,High
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14042,Mansori [20],2019,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,514,514,,0.463,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14043,Haji-Arabi [4],2018,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,145,145,,0.766,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14044,Soudagar [21],2018,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,"DASS 
21",200,200,,0.313,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14045,Eskandari [22],2017,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,GHQ,202,202,,0.254,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14046,Ahrari [23],2015,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,200,200,,0.64,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14047,Derakhshanpou r [24],2015,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,330,330,,0.582,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14048,Kalantari [25],2014,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,90,90,,0.378,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14049,Behrouz [26],2014,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,SCL-90,210,210,,0.56,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14050,Palizgir [27],2013,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,184,184,,0.71,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14051,Parham [28],2013,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,116,116,,0.707,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14052,Harooni [29],2013,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,403,403,,0.6,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14053,Baradaran [30],2013,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T1DM & T2DM,Not Assisted by Clinician,DDS,185,185,,0.432,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14054,Sajjadi [5],2012,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,GHQ-28,80,80,,0.137,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14055,"Rahimian 
Boogar [31]",2012,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,254,254,,0.25,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14056,Khamseh [32],2011,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,"Interview
w",185,185,,0.432,,Medium
"Pashaki, M. S. and Mezel, J. A. and Mokhtari, Z. and Gheshlagh, R. G. and Hesabi, P. S. and Nematifard, T. and Khaki, S.",2019,10.1111/dme.14057,Khamseh [32],2011,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,185,185,,0.476,,Medium
